Id,year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
195,1986,1,1,1,1,1234,1538,attached,443,0,TRUE,FALSE,TRUE,TRUE,22408,Adam Brooks,,Lewishaven,11071,327604
196,1988,1,2,1,1,1010,1024,none,0,0,FALSE,FALSE,TRUE,TRUE,57139,Martinez Manor,2823,Lewishaven,11071,214201
197,1997,1,3,2,1,2549,2546,attached,677,0,TRUE,TRUE,TRUE,TRUE,68774,Rachel Courts,,Richardport,11619,881996
198,1988,1,3,2,0,1620,1626,attached,438,0,TRUE,TRUE,TRUE,TRUE,31352,Jones Grove,,Richardport,11619,498327
199,1988,1,2,2,1,2859,3252,attached,566,0,TRUE,TRUE,TRUE,TRUE,728,Kristen Inlet,,Richardport,11619,787498
200,1985,1,2,3,1,2859,2967,attached,633,0,TRUE,FALSE,TRUE,TRUE,392,Kristina Stream,,Richardport,11619,472498
201,1979,1,3,2,1,2809,3394,detached,684,0,TRUE,FALSE,TRUE,TRUE,2871,Kristina Stream,,Richardport,11619,565744
202,1981,1,3,3,1,3011,3528,attached,833,0,TRUE,FALSE,TRUE,TRUE,330,Rachael Drives,,Richardport,11619,667800
203,1979,1,3,2,0,2117,2852,attached,592,0,TRUE,TRUE,TRUE,TRUE,5538,Hoover Glen,,Richardport,11619,587156
204,1988,1,2,3,0,3566,4292,attached,706,0,TRUE,TRUE,TRUE,TRUE,56682,Stephanie Pines,,Richardport,11619,1071001
205,1972,1,3,2,1,2248,3054,detached,593,0,FALSE,FALSE,TRUE,TRUE,622,Lindsay Knoll,,Richardport,11619,529199
206,1977,1,3,2,1,2428,3048,attached,673,0,TRUE,TRUE,TRUE,TRUE,96308,Sabrina Causeway,,Richardport,11619,1322997
207,1963,1,3,2,1,1792,2692,attached,346,0,FALSE,FALSE,TRUE,TRUE,1096,Keith Rapids,,Richardport,11619,326337
208,1969,1,3,2,1,2286,3059,none,0,0,FALSE,FALSE,TRUE,TRUE,2661,Traci Orchard,,Richardport,11619,560699
209,1968,1,3,2,1,2283,3058,none,0,0,FALSE,FALSE,TRUE,TRUE,119,Simpson Parkway,,Richardport,11619,573297
210,1969,1,2,1,1,1903,2396,none,0,0,FALSE,FALSE,TRUE,TRUE,5067,Anita Mount,,Richardport,11619,478803
211,1980,1,4,3,1,2728,3228,attached,573,0,TRUE,TRUE,TRUE,TRUE,4873,Cheryl Land,,Richardport,11619,845464
212,1963,1,4,2,1,2686,3913,attached,480,0,TRUE,TRUE,TRUE,TRUE,87793,Jessica Mountains,,Richardport,11619,554399
213,1965,1,3,2,0,1885,2253,attached,463,0,TRUE,TRUE,TRUE,TRUE,8390,Herbert Prairie,,Richardport,11619,680396
214,1979,1,3,3,0,4252,4819,attached,482,0,TRUE,TRUE,TRUE,TRUE,86790,King Way,,Richardport,11619,932398
215,2006,1,4,2,1,3586,4092,attached,793,0,TRUE,FALSE,TRUE,TRUE,434,Karen Center,,Richardport,11619,1102497
216,2002,1,4,3,1,5394,6232,attached,1051,0,TRUE,TRUE,TRUE,TRUE,62540,Patricia Mall,,Lewishaven,11071,3213000
217,2007,1,4,3,1,2926,3198,attached,880,0,FALSE,FALSE,TRUE,TRUE,36,Brandy Oval,,Coletown,10130,605427
218,1998,1,3,3,0,2430,2637,attached,561,0,TRUE,TRUE,TRUE,TRUE,1209,Mike Grove,,Lewishaven,11071,944998
219,1998,1,5,3,1,2900,3102,attached,456,0,TRUE,TRUE,TRUE,TRUE,16216,Kara Mall,,Lewishaven,11071,631261
220,1997,1,4,2,1,2595,2806,attached,557,0,TRUE,TRUE,TRUE,TRUE,47458,Kara Mall,,Lewishaven,11071,466198
221,1997,1,4,2,1,2595,2796,attached,557,0,TRUE,TRUE,TRUE,TRUE,156,Stephanie Cliff,,Lewishaven,11071,579597
222,1993,1,3,3,0,2188,2182,detached,533,0,TRUE,FALSE,TRUE,TRUE,1836,Nielsen Terrace,,Lewishaven,11071,881999
223,1994,1,3,1,1,1902,1898,detached,510,0,TRUE,FALSE,TRUE,TRUE,77203,Kristine Manor,,Lewishaven,11071,894602
224,1992,1,3,4,0,2645,2644,detached,535,0,TRUE,FALSE,TRUE,TRUE,64781,Kristine Manor,,Lewishaven,11071,818997
225,1985,1,2,2,0,960,964,detached,442,0,FALSE,FALSE,TRUE,TRUE,424,Cristian Trace,,Lewishaven,11071,175137
226,1983,1,2,1,1,1524,1518,attached,423,0,TRUE,FALSE,TRUE,TRUE,7554,Gardner Stream,,Lewishaven,11071,409499
227,1983,1,3,2,0,2238,2428,attached,835,0,TRUE,FALSE,TRUE,TRUE,468,Dean Center,,Lewishaven,11071,522323.7
228,1982,1,1,1,1,1656,1681,attached,457,0,TRUE,FALSE,TRUE,TRUE,3684,Holmes Lodge,,Lewishaven,11071,326338
229,1983,1,2,1,1,1368,1370,attached,418,0,FALSE,FALSE,TRUE,TRUE,800,Holmes Lodge,,Lewishaven,11071,289799
230,1985,1,2,3,0,2186,2283,attached,483,0,TRUE,FALSE,TRUE,TRUE,5876,Mitchell Ferry,,Lewishaven,11071,296096
231,1982,1,2,3,0,2180,2284,attached,480,0,TRUE,FALSE,TRUE,TRUE,95,Angela Valleys,1947,Lewishaven,11071,340198
232,1982,1,5,4,0,3206,3793,attached,676,0,TRUE,FALSE,TRUE,TRUE,159,Padilla Avenue,2500,Lewishaven,11071,894603
233,1990,1,2,1,1,1090,1269,attached,264,0,TRUE,FALSE,TRUE,TRUE,80,Frank Vista,,Lewishaven,11071,283498
234,1988,1,2,1,1,1365,1724,attached,415,0,TRUE,FALSE,TRUE,TRUE,94534,Krystal Radial,,Lewishaven,11071,315001
235,1988,2,2,3,0,1812,1813,attached,422,0,TRUE,FALSE,TRUE,TRUE,9963,Parker Walk,,Lewishaven,11071,396900
236,1988,1,2,2,0,1388,1396,attached,410,0,TRUE,FALSE,TRUE,TRUE,48734,Parker Walk,,Lewishaven,11071,387452
237,1984,1,1,1,1,1344,1354,attached,422,0,TRUE,FALSE,TRUE,TRUE,5969,Parker Walk,,Lewishaven,11071,263969
238,1984,1,2,2,0,1395,1396,attached,417,0,TRUE,FALSE,TRUE,TRUE,4499,Parker Walk,,Lewishaven,11071,321296
239,1983,2,2,3,0,1808,1811,attached,422,0,TRUE,FALSE,TRUE,TRUE,44132,Parker Walk,,Lewishaven,11071,378004
240,1983,2,2,3,0,1803,1814,attached,419,0,TRUE,FALSE,TRUE,TRUE,5731,Parker Walk,,Lewishaven,11071,308698
241,1985,1,1,1,1,1347,1349,attached,418,0,TRUE,FALSE,TRUE,TRUE,2537,Parker Walk,,Lewishaven,11071,216721
242,1982,1,2,2,0,1438,1434,attached,398,0,FALSE,FALSE,TRUE,TRUE,993,Travis Springs,,Lewishaven,11071,220501
243,1980,1,3,1,1,1179,1253,attached,440,0,TRUE,FALSE,TRUE,TRUE,2824,Gonzalez Roads,,Lewishaven,11071,264599
244,1972,1,2,1,1,1027,1426,detached,423,0,FALSE,FALSE,TRUE,TRUE,98272,Prince Throughway,,Lewishaven,11980,248847
245,1973,1,3,1,1,1277,1808,detached,424,0,FALSE,FALSE,TRUE,TRUE,4083,Watkins Trafficway,,Lewishaven,11980,301139
246,1965,1,3,1,1,1401,1464,detached,439,0,TRUE,TRUE,TRUE,TRUE,875,Roberts Fork,,Lewishaven,11980,472502
247,1956,1,3,2,0,1643,1854,none,0,210,TRUE,TRUE,TRUE,TRUE,529,Wright Path,,Lewishaven,11980,400679
248,1964,1,2,1,1,1050,1373,attached,396,0,FALSE,TRUE,TRUE,TRUE,436,Heather Meadow,,Lewishaven,11980,419582
249,1974,1,2,1,1,1115,1402,none,0,0,FALSE,FALSE,TRUE,TRUE,31014,Tyler Drives,,Lewishaven,11980,308699
250,1975,2,3,1,1,1173,1545,none,0,0,FALSE,FALSE,TRUE,TRUE,88203,Tyler Drives,,Lewishaven,11980,277204
251,1963,1,2,1,1,1427,1825,none,0,0,FALSE,FALSE,TRUE,TRUE,8736,Miller Wall,3539,Lewishaven,11980,260818
252,1960,1,3,1,1,2823,2871,attached,400,0,TRUE,TRUE,TRUE,TRUE,27379,Davis Curve,,Lewishaven,11980,572037
253,1959,1,3,2,1,1756,2123,attached,692,0,TRUE,TRUE,TRUE,TRUE,362,Jones Crescent,,Lewishaven,11980,976501
254,1989,2,5,4,1,5473,7190,attached,1089,0,TRUE,TRUE,TRUE,TRUE,6245,Mcconnell Land,,Lewishaven,11980,1469789
255,2008,2,4,4,1,6257,6933,attached,1231,0,TRUE,TRUE,TRUE,TRUE,7882,Jacob Cape,,Lewishaven,11980,1965602
256,1949,1,2,0,1,1146,1302,none,0,361,TRUE,FALSE,FALSE,FALSE,805,Elizabeth Junction,,Lewishaven,11980,573301
257,2011,2,3,2,0,4862,5065,attached,2082,0,TRUE,TRUE,TRUE,TRUE,49383,Jeffery Union,,Lewishaven,11980,1260002
258,1978,1,2,1,1,1345,2148,attached,402,0,TRUE,FALSE,TRUE,TRUE,206,Kristen Mews,,Lewishaven,11980,250738
259,1980,1,2,2,1,2005,2061,attached,674,0,TRUE,FALSE,TRUE,TRUE,164,Tammy Mountain,,Lewishaven,11980,515337
260,1972,2,2,1,0,837,841,none,0,227,FALSE,FALSE,TRUE,TRUE,1664,Jennifer Canyon,3410,Lewishaven,11980,108987
261,1971,2,2,1,0,842,838,none,0,228,FALSE,FALSE,TRUE,TRUE,240,Wayne Forest,3410,Lewishaven,11980,136082
262,1983,1,3,3,1,2625,2880,attached,539,0,TRUE,TRUE,TRUE,TRUE,77574,Ramsey Oval,,Lewishaven,11980,752851
263,1978,2,2,2,0,1253,1524,none,0,0,FALSE,FALSE,TRUE,TRUE,53253,Maria Ridge,,Lewishaven,11980,238770
264,1986,1,5,5,0,5685,5916,attached,1841,0,TRUE,TRUE,TRUE,TRUE,762,Martin Prairie,,Lewishaven,11980,945004
265,1967,1,1,1,0,438,438,none,0,0,FALSE,FALSE,TRUE,TRUE,47295,Jessica Mountains,,Lewishaven,11980,145529
266,1957,1,3,2,1,2116,2977,none,0,0,TRUE,TRUE,TRUE,TRUE,948,Angela Harbor,,Lewishaven,11980,532353
267,1978,1,3,1,1,1703,2122,attached,529,0,TRUE,TRUE,TRUE,TRUE,22781,Charles Groves,,Lewishaven,11980,352797
268,1988,1,6,3,1,2452,2457,attached,753,0,FALSE,TRUE,TRUE,TRUE,261,Jessica Mills,,Lewishaven,11980,465567
269,1965,1,6,3,0,3025,3029,none,0,0,FALSE,FALSE,TRUE,TRUE,52948,Jessica Mills,,Lewishaven,11980,498957
270,1980,1,3,2,0,1756,2008,detached,490,0,TRUE,TRUE,TRUE,TRUE,669,Weaver Shoal,,Lewishaven,11980,251374
271,2004,1,3,2,1,2630,2888,attached,632,0,TRUE,TRUE,TRUE,TRUE,5990,Webb Terrace,,Lewishaven,11071,623704
272,2004,1,4,3,0,2395,2727,attached,595,0,TRUE,FALSE,TRUE,TRUE,52406,Nicole Shores,,Lewishaven,11071,492026
273,2006,1,5,4,0,3439,3733,attached,458,0,TRUE,TRUE,TRUE,TRUE,2212,White Squares,,Lewishaven,11071,711901
274,1990,1,2,2,1,1808,1990,attached,463,0,TRUE,FALSE,TRUE,TRUE,50793,Rogers Well,,Lewishaven,11071,317519
275,1989,1,2,2,1,1815,1996,attached,466,0,TRUE,FALSE,TRUE,TRUE,2342,Dudley Spur,,Lewishaven,11071,314999
276,1989,1,2,2,0,1326,1543,attached,465,0,TRUE,FALSE,TRUE,TRUE,587,Jaclyn Ville,,Lewishaven,11071,265862
277,1989,2,4,3,1,2798,2797,attached,559,0,TRUE,TRUE,TRUE,TRUE,91379,Erica Mount,,Lewishaven,11071,567003
278,1989,1,2,1,1,1621,1847,detached,399,0,TRUE,FALSE,TRUE,TRUE,813,Noah Overpass,,Lewishaven,11071,504000
279,1989,1,2,2,0,1601,1601,attached,442,0,TRUE,FALSE,TRUE,TRUE,234,Pamela Estate,,Lewishaven,11071,365401
280,1985,1,2,1,1,1548,1828,detached,402,0,FALSE,FALSE,TRUE,TRUE,56,Jeffrey Courts,,Lewishaven,11071,365402
281,1984,1,2,1,1,1650,1787,detached,421,0,TRUE,FALSE,TRUE,TRUE,408,Stout Turnpike,,Lewishaven,11071,459902
282,1984,1,2,1,1,1645,1788,detached,419,0,TRUE,FALSE,TRUE,TRUE,695,Stout Turnpike,,Lewishaven,11071,495180
283,1987,1,2,1,1,1631,1843,detached,402,0,TRUE,FALSE,TRUE,TRUE,68645,Steven Valley,,Lewishaven,11071,486990
284,1985,1,2,2,1,1915,2160,detached,398,0,TRUE,FALSE,TRUE,TRUE,88134,Jeremy Well,,Lewishaven,11071,602906
285,1986,1,2,1,1,1630,1848,detached,400,0,TRUE,FALSE,TRUE,TRUE,23,Jimenez Place,,Lewishaven,11071,352803
286,1973,1,2,2,0,1816,2058,attached,241,0,FALSE,TRUE,TRUE,TRUE,391,Jacqueline Valley,,Lewishaven,11071,327597
287,1987,1,2,1,1,1931,1995,attached,464,0,TRUE,TRUE,TRUE,TRUE,53424,Lisa Fords,,Lewishaven,11071,617398
288,1972,1,2,2,0,1813,2063,attached,240,0,FALSE,TRUE,TRUE,TRUE,73185,Jacqueline Valley,,Lewishaven,11071,327596
289,1971,1,2,2,0,1810,2056,attached,243,0,FALSE,TRUE,TRUE,TRUE,3893,Jacqueline Valley,,Lewishaven,11071,384299
290,1990,1,2,2,0,1336,1550,attached,462,0,TRUE,FALSE,TRUE,TRUE,2065,Edwards Knoll,,Lewishaven,11071,277199
291,1991,1,2,2,0,1332,1545,attached,460,0,TRUE,FALSE,TRUE,TRUE,26132,Edwards Knoll,,Lewishaven,11071,257037
292,1961,1,2,1,1,1371,1789,attached,232,0,FALSE,TRUE,TRUE,TRUE,4449,Little Bypass,,Lewishaven,11071,308699
293,1991,1,4,4,1,5484,6291,attached,906,0,TRUE,TRUE,TRUE,TRUE,55480,Jeffery Lakes,,Richardport,11619,2551502
294,1981,1,3,1,1,1544,1801,attached,439,0,TRUE,FALSE,TRUE,TRUE,505,Robert Loaf,,Lewishaven,11980,365396
295,1980,1,2,1,1,1344,1629,attached,470,0,TRUE,FALSE,TRUE,TRUE,40419,Ferguson Views,,Lewishaven,11980,415802
296,1963,1,2,2,0,976,1109,none,0,0,FALSE,FALSE,TRUE,TRUE,1888,Horn Shoals,212,Lewishaven,11980,195297
297,1978,1,2,1,1,1142,1375,detached,485,0,FALSE,FALSE,TRUE,TRUE,4546,Lindsey Gardens,,Lewishaven,11980,214198
298,1981,1,2,2,1,2279,3022,attached,605,0,TRUE,FALSE,TRUE,TRUE,3944,Rhonda Summit,,Richardport,11619,417057
299,1965,1,3,2,0,1362,1815,detached,439,0,TRUE,TRUE,TRUE,TRUE,61620,Jessica Mountains,,Lewishaven,11980,454228
300,1971,1,3,1,1,1679,1996,attached,462,0,TRUE,TRUE,TRUE,TRUE,96655,Vang Springs,,Lewishaven,11980,527940
301,1975,1,2,2,1,2150,2497,attached,427,0,TRUE,FALSE,TRUE,TRUE,51324,Justin Spring,,Richardport,11619,598500
302,1962,1,3,1,1,1705,1890,attached,442,0,TRUE,TRUE,TRUE,TRUE,9198,Heather Landing,,Lewishaven,11980,491399
303,1980,1,3,2,0,1784,2201,attached,506,0,TRUE,TRUE,TRUE,TRUE,874,Wright Estates,,Lewishaven,11980,554398
304,1965,1,3,2,0,1903,2063,attached,458,0,TRUE,TRUE,TRUE,TRUE,96655,Myers Place,,Lewishaven,11980,519117
305,1957,1,3,2,1,1330,1638,none,0,199,TRUE,TRUE,TRUE,TRUE,55665,Christopher Point,,Lewishaven,11980,361623
306,1958,1,4,1,1,2035,3000,none,0,0,TRUE,FALSE,TRUE,TRUE,89940,Jones Loop,,Lewishaven,11980,296103
307,2006,2,4,3,0,1671,1879,attached,444,0,FALSE,FALSE,TRUE,TRUE,237,Matthew Rue,,Lewishaven,11980,289802
308,2007,2,3,2,1,1637,1918,attached,442,0,FALSE,FALSE,TRUE,TRUE,3880,Sarah Road,,Lewishaven,11980,277199
309,2001,1,3,2,1,2497,2726,attached,440,0,TRUE,TRUE,TRUE,TRUE,9120,Matthew Avenue,,Lewishaven,11980,612356
310,2004,1,4,3,1,3327,3321,attached,674,0,TRUE,FALSE,TRUE,TRUE,6811,Matthew Cape,,Lewishaven,11980,617402
311,1997,1,4,4,0,3344,3596,attached,418,0,TRUE,TRUE,TRUE,TRUE,9279,Davis Drives,,Lewishaven,11980,598504
312,1999,1,4,2,1,2789,2959,attached,657,0,TRUE,TRUE,TRUE,TRUE,92753,Gardner Oval,,Lewishaven,11980,522904
313,1999,1,5,3,0,2818,2972,attached,656,0,TRUE,TRUE,TRUE,TRUE,99114,Davis Drives,,Lewishaven,11980,630001
314,2001,1,4,2,1,2988,3428,attached,458,0,TRUE,TRUE,TRUE,TRUE,2163,Dustin Points,,Lewishaven,11980,535500
315,1980,1,3,1,1,1410,2085,attached,440,0,FALSE,TRUE,TRUE,TRUE,7764,Cynthia Greens,,Lewishaven,11980,296102
316,1960,1,2,1,1,1458,1710,none,0,0,FALSE,FALSE,TRUE,TRUE,6259,Molly Lodge,,Lewishaven,11980,270898
317,1984,1,2,1,1,1675,1679,none,0,597,FALSE,FALSE,TRUE,TRUE,3681,Patricia Ways,,Lewishaven,11980,220499
318,1978,1,3,2,0,1814,1814,attached,400,0,TRUE,FALSE,TRUE,TRUE,2029,Rebecca Extension,,Lewishaven,11980,209164
319,1979,1,2,2,0,1461,1666,none,0,612,FALSE,FALSE,TRUE,TRUE,61266,Shawn Circle,,Lewishaven,11980,226796
320,1983,1,2,2,0,1438,1434,attached,548,0,FALSE,FALSE,TRUE,TRUE,98,Michael Summit,,Lewishaven,11980,223023
321,1980,1,2,1,1,1155,1151,none,0,1107,FALSE,FALSE,TRUE,TRUE,9241,Tamara Rapid,,Lewishaven,11980,109618
322,1979,1,2,2,0,1794,1794,none,0,699,TRUE,FALSE,TRUE,TRUE,54633,Tamara Rapid,,Lewishaven,11980,226796
323,1986,1,2,2,0,1855,1863,none,0,1122,FALSE,FALSE,TRUE,TRUE,7363,Patricia Ways,,Lewishaven,11980,189000
324,1982,1,3,2,0,1855,2125,attached,521,0,TRUE,FALSE,TRUE,TRUE,38187,Trujillo Place,,Lewishaven,11980,314999
325,1981,1,2,2,0,1702,2033,attached,484,0,TRUE,FALSE,TRUE,TRUE,3284,Trujillo Place,,Lewishaven,11980,351540
326,1982,1,2,2,0,1568,1602,attached,457,0,TRUE,FALSE,TRUE,TRUE,56215,Montgomery Brook,,Lewishaven,11980,289802
327,2006,1,3,3,0,3184,3497,attached,713,0,TRUE,TRUE,TRUE,TRUE,207,Fields Street,,West Ann,10748,1001696
328,1980,1,3,2,1,2794,3663,attached,730,0,TRUE,FALSE,TRUE,TRUE,7553,Maria Union,,Richardport,11619,661504
329,1993,1,5,5,1,6051,6391,attached,1082,0,TRUE,TRUE,TRUE,TRUE,393,Jeffrey Neck,,Richardport,11619,2898003
330,2000,1,3,2,0,1562,1565,none,0,397,FALSE,FALSE,TRUE,TRUE,71626,Sandra Glen,1034,Lewishaven,11980,88197
331,2000,1,3,3,0,2241,2590,attached,621,0,TRUE,TRUE,TRUE,TRUE,137,Henson Groves,,Lewishaven,11980,535501
332,1999,1,4,3,1,2775,3480,attached,477,0,TRUE,TRUE,TRUE,TRUE,158,Luna Meadows,,Lewishaven,11980,655196
333,1996,1,4,2,1,2298,2359,attached,427,0,TRUE,TRUE,TRUE,TRUE,29108,Clark Locks,,Lewishaven,11980,495176
334,1998,1,3,1,1,1897,2389,attached,441,0,TRUE,TRUE,TRUE,TRUE,29704,Johnson Square,,Lewishaven,11980,464941
335,1991,1,3,1,1,2057,2055,attached,581,0,TRUE,TRUE,TRUE,TRUE,1583,Snyder Views,,Lewishaven,11980,485104
336,2002,1,3,2,1,2282,2641,attached,479,0,TRUE,TRUE,TRUE,TRUE,4920,Lisa Heights,,Lewishaven,11980,592202
337,1983,1,2,1,1,1736,1950,attached,480,0,TRUE,FALSE,TRUE,TRUE,60136,Brian Turnpike,,Lewishaven,11980,378000
338,1981,1,3,2,0,1982,2395,attached,483,0,TRUE,FALSE,TRUE,TRUE,3604,Christopher Corner,,Lewishaven,11980,444150
339,1984,1,3,2,1,2117,2261,attached,504,0,TRUE,FALSE,TRUE,TRUE,111,Cole Island,,Lewishaven,11980,566997
340,1981,1,2,1,1,961,1188,attached,424,0,FALSE,FALSE,TRUE,TRUE,65199,Houston Coves,2701,Lewishaven,11980,215456
341,1981,1,2,1,1,2052,2324,attached,465,0,TRUE,FALSE,TRUE,TRUE,427,Ibarra Locks,,Lewishaven,11980,510299
342,1980,1,3,1,1,1805,1999,attached,508,0,TRUE,FALSE,TRUE,TRUE,73604,Watson Flats,,Lewishaven,11980,333898
343,1979,1,3,2,0,1948,2373,attached,643,0,TRUE,FALSE,TRUE,TRUE,2212,Wilson Forge,,Lewishaven,11980,349019
344,1981,1,3,1,1,1582,1751,attached,544,0,TRUE,FALSE,TRUE,TRUE,259,Derrick Roads,,Lewishaven,11980,393119
345,1980,1,2,1,1,1299,1387,attached,442,0,FALSE,FALSE,TRUE,TRUE,5686,Ibarra Locks,,Lewishaven,11980,270900
346,1978,1,2,1,1,1590,1828,attached,544,0,TRUE,FALSE,TRUE,TRUE,199,Paul Squares,,Lewishaven,11980,516600
347,1980,1,2,2,0,1539,1930,attached,503,0,TRUE,FALSE,TRUE,TRUE,6076,Cole Island,,Lewishaven,11980,321298
348,1980,1,3,2,0,1953,2374,attached,481,0,TRUE,FALSE,TRUE,TRUE,1138,Cole Island,,Lewishaven,11980,405717
349,1979,1,2,1,1,1304,1384,attached,440,0,FALSE,FALSE,TRUE,TRUE,71883,Laurie Garden,,Lewishaven,11980,170102
350,1980,1,2,1,1,1308,1388,attached,444,0,FALSE,FALSE,TRUE,TRUE,71883,Laurie Garden,,Lewishaven,11980,229949
351,1978,1,2,1,1,1578,1753,attached,542,0,TRUE,FALSE,TRUE,TRUE,609,Laurie Garden,,Lewishaven,11980,371698
352,1978,1,2,2,1,2051,2244,attached,459,0,TRUE,FALSE,TRUE,TRUE,39472,Laurie Garden,,Lewishaven,11980,450452
353,1980,1,2,1,1,1578,1746,attached,543,0,TRUE,FALSE,TRUE,TRUE,5792,Wright Summit,,Lewishaven,11980,318151
354,1983,1,2,1,1,1141,1134,attached,416,0,TRUE,FALSE,TRUE,TRUE,9483,Elizabeth Burg,,Lewishaven,11980,226801
355,1984,1,3,1,1,1538,1709,attached,573,0,TRUE,FALSE,TRUE,TRUE,3045,Khan Tunnel,,Lewishaven,11980,327598
356,2004,1,1,1,0,961,1256,none,0,0,FALSE,FALSE,TRUE,TRUE,7395,Wright Pass,,Lewishaven,11980,225541
357,2004,1,2,2,0,1565,1808,none,0,0,FALSE,FALSE,TRUE,TRUE,1850,Wright Pass,,Lewishaven,11980,283500
358,2008,1,2,2,0,1963,2209,attached,539,0,TRUE,FALSE,TRUE,TRUE,9510,Brianna Path,,Lewishaven,11980,481319
359,2007,1,2,2,0,1871,2077,attached,522,0,TRUE,FALSE,TRUE,TRUE,7664,Ramirez Square,,Lewishaven,11980,472501
360,1996,1,3,2,0,1591,1589,attached,440,0,TRUE,TRUE,TRUE,TRUE,93932,Lisa Mews,,Lewishaven,11980,475019
361,1976,1,2,2,0,1436,1445,none,0,1103,TRUE,FALSE,TRUE,TRUE,41841,Clark Turnpike,,Lewishaven,11980,119697
362,1979,1,2,2,0,1437,1436,none,0,0,FALSE,FALSE,TRUE,TRUE,52225,Heather Rest,,Lewishaven,11980,103321
363,1978,1,2,2,0,1697,1696,detached,481,1040,FALSE,FALSE,TRUE,TRUE,9681,Ward Grove,,Lewishaven,11980,119704
364,1972,1,2,2,0,1441,1437,none,0,402,FALSE,FALSE,TRUE,TRUE,86385,Thomas Harbors,,Lewishaven,11980,100797
365,2007,2,3,2,1,1877,1929,attached,423,0,TRUE,FALSE,TRUE,TRUE,393,Robertson Haven,,Hallfort,11982,352797
366,2000,1,3,2,0,1934,1925,attached,397,0,FALSE,FALSE,TRUE,TRUE,9299,Colin Street,,Lewishaven,11980,100799
367,1977,1,2,2,0,1437,1444,none,0,1365,FALSE,FALSE,TRUE,TRUE,821,Colin Street,,Lewishaven,11980,157500
368,2011,2,6,3,0,3221,4013,attached,854,0,TRUE,TRUE,TRUE,TRUE,4238,Mitchell Mountains,,Hallfort,11982,477540
369,2006,2,4,2,1,2053,2142,attached,464,0,TRUE,FALSE,TRUE,TRUE,1406,Robertson Haven,,Hallfort,11982,315001
370,1980,1,2,2,0,1442,1441,none,0,1020,FALSE,FALSE,TRUE,TRUE,198,Herman Plaza,,Lewishaven,11980,126004
371,1979,1,2,2,0,1739,1744,none,0,542,FALSE,FALSE,TRUE,TRUE,673,Mcdonald Shores,,Lewishaven,11980,188996
372,1984,1,2,1,1,1248,1253,none,0,1146,FALSE,FALSE,TRUE,TRUE,27757,Martin Overpass,,Lewishaven,11980,175140
373,2009,1,3,2,0,1614,1619,attached,281,0,FALSE,FALSE,TRUE,TRUE,575,Gray Mall,,Lewishaven,11980,217980
374,1984,1,2,2,0,1439,1439,none,0,1022,FALSE,FALSE,TRUE,TRUE,8430,Reynolds Village,,Lewishaven,11980,120326
375,1973,1,2,2,0,1344,1348,none,0,0,FALSE,FALSE,TRUE,TRUE,642,Walters Loaf,,Lewishaven,11980,125999
376,1963,1,2,2,0,1159,1196,attached,364,0,FALSE,TRUE,TRUE,TRUE,5667,Becker Plains,,Lewishaven,11980,340199
377,1976,1,2,2,0,1347,1347,none,0,0,FALSE,FALSE,TRUE,TRUE,5126,Gerald Branch,,Lewishaven,11980,91978
378,1977,1,2,2,0,1344,1344,none,0,0,FALSE,FALSE,TRUE,TRUE,5126,Gerald Branch,,Lewishaven,11980,100798
379,1973,1,2,2,0,1442,1925,none,0,0,FALSE,TRUE,TRUE,TRUE,30774,Gray Mall,,Lewishaven,11980,113397
380,1979,1,3,2,0,1443,1434,none,0,699,FALSE,FALSE,TRUE,TRUE,13760,Santos Groves,,Lewishaven,11980,183329
381,2002,1,3,2,0,1569,1574,attached,360,0,FALSE,TRUE,TRUE,TRUE,1529,Rebecca Fords,,Lewishaven,11980,151202
382,2006,2,4,2,1,1912,2079,attached,487,0,FALSE,FALSE,TRUE,TRUE,6076,Jermaine Junction,,South Anthony,11353,302398
383,2016,1,3,4,0,4741,5454,attached,724,0,TRUE,TRUE,TRUE,TRUE,288,Antonio Canyon,,South Anthony,11353,1058401
384,2014,1,4,3,1,5201,6030,attached,728,0,TRUE,TRUE,TRUE,TRUE,666,Antonio Canyon,,South Anthony,11353,1335603
385,2008,2,4,5,0,4074,5079,attached,685,0,TRUE,TRUE,TRUE,TRUE,7107,Antonio Canyon,,South Anthony,11353,945004
386,2015,1,3,3,1,4016,4663,attached,744,0,TRUE,TRUE,TRUE,TRUE,674,Leonard Valley,,South Anthony,11353,1014298
387,2004,1,5,3,0,2679,2700,attached,450,0,TRUE,FALSE,TRUE,TRUE,86290,Glen Run,,South Anthony,11353,378001
388,2003,1,4,2,1,2066,2094,attached,469,0,TRUE,FALSE,TRUE,TRUE,71,Kevin Mount,,South Anthony,11353,189003
389,2000,1,0,1,0,805,802,detached,400,0,TRUE,TRUE,FALSE,FALSE,97865,Freeman Landing,1789,South Anthony,11353,439744
390,1989,1,4,2,0,1769,1767,attached,703,0,TRUE,FALSE,TRUE,TRUE,728,Crystal Land,,South Anthony,11353,229322
391,1983,1,2,2,0,1212,1213,attached,402,0,FALSE,FALSE,TRUE,TRUE,37060,Jessica Greens,3556,South Anthony,11353,40323
